Unnamed: 0,CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
7203,CUST7204,38-41,0,122138-131421,google,Awareness,7605.122391098326,0.044679437347633,0.0148054745924108,9,5.4633487291813285,9.877628748121795,17,14-15,6,5-9,3498,isConfid,isConfid,1
6643,CUST6644,38-41,0,122138-131421,bing ads,Conversion,7695.296261313483,0.0830291619641576,0.0504497441249667,6,9.371245106650523,1.4385598656606642,71,14-15,2,5-9,4974,isConfid,isConfid,1
338,CUST0339,38-41,0,131422-140705,online directory,Consideration,6488.148107034682,0.267459145582382,0.0776235165328424,44,5.726164244126385,9.19062153986122,79,2-3,3,5-9,1191,isConfid,isConfid,1
361,CUST0362,38-41,1,131422-140705,gmail,Consideration,5414.574314596941,0.0581056127688569,0.1036980741878493,44,5.233885605971605,3.490654283020156,64,2-3,1,5-9,1103,isConfid,isConfid,1
1653,CUST1654,38-41,0,131422-140705,twitter ads,Conversion,856.8666086295254,0.0850065466568018,0.1944483220284316,49,4.098818726874888,8.030863055490203,99,2-3,9,0-4,510,isConfid,isConfid,1
6515,CUST6516,38-41,0,131422-140705,twitter ads,Consideration,2714.247074027398,0.0260595608567825,0.0889676369484949,38,6.620399012546137,3.371616054153126,42,2-3,4,5-9,1559,isConfid,isConfid,1
3283,CUST3284,38-41,1,131422-140705,tiktok,Consideration,6687.001004802671,0.1619864672932806,0.1062877466942287,10,5.194004935074199,11.011289605560934,89,4-5,7,0-4,1224,isConfid,isConfid,1
1225,CUST1226,38-41,0,131422-140705,outlook,Consideration,5714.800930422244,0.2575148333019783,0.0621466162686205,7,6.63304601156649,7.191362732632532,56,4-5,0,5-9,2233,isConfid,isConfid,1
4570,CUST4571,38-41,1,131422-140705,gmail,Conversion,1188.4075793014274,0.1176113325787284,0.1601234260831858,23,2.804750821394355,5.515799328855393,98,4-5,2,0-4,3071,isConfid,isConfid,1
7019,CUST7020,38-41,1,131422-140705,yahoo,Retention,1180.8057348763325,0.2255576108342047,0.0336867355219368,30,6.0258422847164645,12.374221121689075,15,4-5,1,5-9,3803,isConfid,isConfid,1
283,CUST0284,38-41,0,131422-140705,tiktok,Conversion,7863.003572441722,0.2049963325851555,0.0190627520632837,5,0.9911069300583784,11.675750528331315,47,18-19,3,0-4,1609,isConfid,isConfid,1
601,CUST0602,38-41,1,131422-140705,facebook,Conversion,6433.676439117763,0.122106579594842,0.0406606551748743,21,3.036035557161849,13.892141328291592,69,18-19,9,0-4,4950,isConfid,isConfid,1
1551,CUST1552,38-41,0,131422-140705,zoho,Conversion,3712.1154613466574,0.168884621544637,0.1504202433546877,30,9.954276583385376,0.8911412670322085,20,18-19,2,5-9,243,isConfid,isConfid,1
2432,CUST2433,38-41,1,131422-140705,protonmail,Retention,3326.2266525151413,0.1865813911016333,0.1732888433997233,21,4.777259231597216,9.268985686383129,43,18-19,1,5-9,250,isConfid,isConfid,1
7208,CUST7209,38-41,0,131422-140705,protonmail,Consideration,6806.081182275415,0.2901608518087375,0.1851513617165878,27,9.586616604180032,9.561567235479057,65,4-5,6,5-9,1905,isConfid,isConfid,1
7240,CUST7241,38-41,0,131422-140705,twitter ads,Conversion,8728.916016953437,0.1648586725314036,0.1831830387173881,40,1.8111542649025945,14.783176482683311,29,4-5,5,0-4,445,isConfid,isConfid,1
4405,CUST4406,38-41,0,131422-140705,facebook,Awareness,7492.548829919696,0.2508443870060528,0.111267539265576,31,3.073705500154535,12.61499412603218,30,8-9,1,0-4,691,isConfid,isConfid,1
5851,CUST5852,38-41,1,131422-140705,linkedin,Conversion,1126.2339717382984,0.2951392138792492,0.0659824856260167,19,6.061322686362393,2.453366527489971,46,8-9,4,0-4,2963,isConfid,isConfid,1
6873,CUST6874,38-41,0,131422-140705,twitter ads,Retention,4188.585424256629,0.1000026913108425,0.0511281072491936,44,3.7081798010209366,10.314742862316317,95,8-9,7,5-9,4125,isConfid,isConfid,1
7676,CUST7677,38-41,0,131422-140705,google ads,Conversion,912.0027194959148,0.1099311799677096,0.1204849954547449,12,1.813551121717846,10.665778941152876,8,4-5,0,0-4,3802,isConfid,isConfid,1
5549,CUST5550,38-41,1,131422-140705,news portal,Awareness,7038.870014390662,0.1202097396635467,0.0208330498824163,44,8.137538815269759,12.461511417634508,30,6-7,4,5-9,715,isConfid,isConfid,1
5641,CUST5642,38-41,0,131422-140705,online directory,Conversion,5206.919334479705,0.2791887857081365,0.1742370292927418,46,4.171502257827265,14.573381597244625,73,6-7,0,5-9,476,isConfid,isConfid,1
7163,CUST7164,38-41,1,131422-140705,instagram,Awareness,7311.760137917102,0.1322306997435214,0.0599555565992917,12,2.0643466402357,4.246645236012322,44,6-7,6,0-4,3666,isConfid,isConfid,1
7722,CUST7723,38-41,0,131422-140705,instagram,Consideration,2030.8318238729687,0.1954093448294187,0.1046517599126157,28,8.474599423302998,0.6660842011460381,65,6-7,1,5-9,4256,isConfid,isConfid,1
3206,CUST3207,38-41,0,131422-140705,instagram,Awareness,4389.646197194714,0.175189254999507,0.0363257289520499,42,2.8091996877141416,2.2737431503151404,69,6-7,3,5-9,97,isConfid,isConfid,0
2683,CUST2684,38-41,0,131422-140705,online directory,Conversion,5216.226721730917,0.1350043109498134,0.0564481351593648,35,3.4011758737018,3.829677145152858,4,6-7,2,5-9,1606,isConfid,isConfid,1
2045,CUST2046,38-41,1,131422-140705,online directory,Conversion,5307.468217000498,0.0157607305336071,0.0526901009534236,30,2.955549653906342,0.5680820952884469,29,6-7,2,5-9,2036,isConfid,isConfid,1
3085,CUST3086,38-41,0,131422-140705,protonmail,Consideration,2350.751115842885,0.0686305414520791,0.155342913298208,38,3.624992263009992,11.822228365160314,44,12-13,8,0-4,2794,isConfid,isConfid,1
5459,CUST5460,38-41,1,131422-140705,yahoo,Conversion,9703.034046574876,0.1495029216229395,0.1793681671189811,41,5.779440013501577,10.400096867708047,62,12-13,9,0-4,1659,isConfid,isConfid,1
5729,CUST5730,38-41,1,131422-140705,blog,Consideration,7793.01470781136,0.1409144814293746,0.142572301227758,43,7.15279650000112,13.931824820423907,79,12-13,4,5-9,1350,isConfid,isConfid,1
2296,CUST2297,38-41,1,131422-140705,yahoo,Retention,592.1565400127463,0.2918421347138293,0.1430549742861631,42,0.907225207781676,3.560006113425656,91,12-13,4,5-9,726,isConfid,isConfid,1
4851,CUST4852,38-41,0,131422-140705,gmail,Awareness,2735.168139241046,0.2435075391362431,0.1487452650727767,43,1.8872754549031223,9.53812202470588,31,10-11,7,5-9,1643,isConfid,isConfid,1
3106,CUST3107,38-41,0,131422-140705,affiliate,Awareness,7492.929635754287,0.2420240710693128,0.1445074426253824,12,5.2047031945788005,5.609907550535434,59,10-11,3,5-9,1617,isConfid,isConfid,1
383,CUST0384,38-41,0,131422-140705,outlook,Consideration,8931.758959472994,0.2864616294694745,0.0265115094851151,23,6.576174198967596,13.057977868045793,26,0-1,1,0-4,4290,isConfid,isConfid,1
2643,CUST2644,38-41,0,131422-140705,instagram,Retention,9849.712988344394,0.1144216425648124,0.0478256187251291,16,6.125213889118808,4.101933158168337,55,10-11,8,0-4,433,isConfid,isConfid,1
1127,CUST1128,38-41,0,131422-140705,outlook,Retention,2073.890679136728,0.1845594318027328,0.1650342502016408,1,3.730984025553041,2.247867898039736,3,16-17,9,5-9,3463,isConfid,isConfid,1
3235,CUST3236,38-41,0,131422-140705,blog,Awareness,8171.876350284788,0.0056663022106371,0.10288642905141,17,7.80822890967208,11.426364587651458,96,16-17,6,0-4,1846,isConfid,isConfid,1
5676,CUST5677,38-41,0,131422-140705,twitter,Awareness,7207.291397337567,0.2298904860159875,0.0963335127072421,23,5.704353473130061,0.9528449410882124,66,16-17,4,5-9,1957,isConfid,isConfid,1
7158,CUST7159,38-41,0,131422-140705,google ads,Awareness,4492.522658021832,0.016273654353973,0.1218783323765888,41,5.658346645776132,5.822765995643432,24,16-17,2,5-9,4500,isConfid,isConfid,1
44,CUST0045,38-41,1,131422-140705,online directory,Conversion,1811.455388049001,0.0527856046464598,0.1733846795210862,13,3.834185454154033,9.397395969150766,37,14-15,8,5-9,2136,isConfid,isConfid,1
3486,CUST3487,38-41,0,131422-140705,online directory,Consideration,2944.3148855962327,0.0545351431437569,0.1369968906707021,18,9.133950945695164,9.662347744941242,91,14-15,9,5-9,4107,isConfid,isConfid,1
3948,CUST3949,38-41,0,131422-140705,blog,Awareness,4554.507772681569,0.0665201364285268,0.0959557850266569,2,8.077372195269696,9.409509338377111,2,14-15,9,0-4,905,isConfid,isConfid,0
7866,CUST7867,38-41,1,131422-140705,instagram,Consideration,3751.032643608046,0.2539489097232891,0.0154095483030962,38,1.474874483690222,5.262568985854408,50,14-15,5,5-9,2901,isConfid,isConfid,0
252,CUST0253,38-41,1,140706-149989,protonmail,Retention,8434.494498888109,0.0521486552142904,0.0388388913573964,21,9.334703762555892,15.04133492872141,87,2-3,3,5-9,2976,isConfid,isConfid,1
4763,CUST4764,38-41,1,140706-149989,facebook ads,Awareness,4245.042562278745,0.130739052870418,0.1613775342064534,4,4.747530637814197,1.6194041391324647,15,4-5,3,5-9,2911,isConfid,isConfid,1
3728,CUST3729,38-41,0,140706-149989,linkedin ads,Retention,3609.780892094424,0.1347301059098087,0.1441576152672726,30,2.290609205593915,11.853703209730773,14,4-5,9,0-4,2015,isConfid,isConfid,1
7407,CUST7408,38-41,0,140706-149989,google ads,Consideration,629.2425082996624,0.2112056989244018,0.1082961361458512,7,5.335683324587852,1.398390574585798,72,18-19,0,0-4,4710,isConfid,isConfid,0
6649,CUST6650,38-41,0,140706-149989,google,Retention,7263.77064382874,0.0252833074383489,0.0704570228451041,38,5.306490496961665,0.7603876669699825,42,18-19,9,0-4,1700,isConfid,isConfid,1
6301,CUST6302,38-41,0,140706-149989,yahoo,Retention,3346.009397123644,0.2247926950062306,0.1818628126219021,40,3.245159674374968,13.08372273296408,35,18-19,0,0-4,1810,isConfid,isConfid,1
6118,CUST6119,38-41,1,140706-149989,google,Retention,3529.146976745973,0.1235675595458608,0.1038779432009546,9,8.142276990183433,12.254501791859289,92,18-19,4,0-4,234,isConfid,isConfid,1
4268,CUST4269,38-41,1,140706-149989,bing,Consideration,3012.569139492643,0.0825941330520986,0.0458388361723847,37,8.610595461400347,14.550919885597384,39,18-19,8,5-9,2289,isConfid,isConfid,1
2502,CUST2503,38-41,1,140706-149989,tiktok,Consideration,1351.9558635731728,0.032112116874779,0.0745942157385901,25,6.82569001638654,14.127545090148262,50,18-19,5,0-4,479,isConfid,isConfid,1
1289,CUST1290,38-41,0,140706-149989,twitter,Awareness,7661.543338781665,0.1563936335527345,0.1211964587484914,7,9.44164169768289,6.940184369360108,64,18-19,2,0-4,558,isConfid,isConfid,1
7164,CUST7165,38-41,0,140706-149989,google ads,Retention,3906.307255157812,0.1457945221341335,0.1754071055595533,13,3.211422632082956,4.029047148920628,46,18-19,1,5-9,140,isConfid,isConfid,1
4822,CUST4823,38-41,0,140706-149989,outlook,Awareness,8094.057518274359,0.1742976828675644,0.1649990895105577,30,1.3475099936048676,10.093147902350196,59,8-9,9,5-9,1356,isConfid,isConfid,1
4303,CUST4304,38-41,1,140706-149989,whatsapp,Consideration,1851.4857958751163,0.2029082467769122,0.1949718013916976,35,8.35605361854478,1.3719072938889738,74,8-9,1,0-4,4603,isConfid,isConfid,1
3342,CUST3343,38-41,0,140706-149989,news portal,Retention,9563.876347812338,0.25444215338829,0.0507334476094636,24,8.953093081115542,12.210866335765155,82,8-9,8,5-9,4079,isConfid,isConfid,1
3132,CUST3133,38-41,0,140706-149989,online directory,Consideration,7489.532151712774,0.095674596432911,0.1489985117725178,3,5.401692082736596,14.70606778091916,98,8-9,5,0-4,2145,isConfid,isConfid,1
872,CUST0873,38-41,0,140706-149989,zoho,Consideration,5341.189756459018,0.273732639089388,0.0298440145501358,45,3.444511297536331,5.551585268586942,54,8-9,0,5-9,2412,isConfid,isConfid,1
349,CUST0350,38-41,0,140706-149989,duckduckgo,Conversion,5461.126040622912,0.2898040524306399,0.1743408372789919,19,1.734973632396455,2.6276015271041486,64,8-9,8,0-4,1315,isConfid,isConfid,1
1468,CUST1469,38-41,0,140706-149989,twitter ads,Awareness,9067.401166529611,0.029485232447658,0.1316776301029092,38,3.5667084696757545,14.51312954540576,51,6-7,9,0-4,4677,isConfid,isConfid,1
1604,CUST1605,38-41,0,140706-149989,google,Awareness,9074.39119516408,0.1965422021543458,0.0461592172452394,11,2.2308691874382083,12.085768305006436,70,6-7,3,0-4,3689,isConfid,isConfid,1
1550,CUST1551,38-41,0,140706-149989,facebook ads,Retention,4786.86831045023,0.2051438083083123,0.0586183814693083,21,6.347741975500318,4.663765185374764,64,6-7,1,5-9,1529,isConfid,isConfid,1
5689,CUST5690,38-41,0,140706-149989,partner site,Retention,7376.873728425049,0.295110337502656,0.0117050243076319,28,1.7380307009737008,3.978952911809136,76,6-7,1,0-4,2079,isConfid,isConfid,1
5503,CUST5504,38-41,0,140706-149989,baidu,Awareness,5204.795736532135,0.0931941220849486,0.0154096219589909,37,8.613032194780304,10.724298077794106,50,6-7,7,0-4,3971,isConfid,isConfid,1
4212,CUST4213,38-41,1,140706-149989,linkedin ads,Retention,5110.236713127627,0.2039537621302118,0.0384653063480859,4,2.207169778362029,12.610858943756911,48,6-7,7,5-9,2854,isConfid,isConfid,1
3683,CUST3684,38-41,0,140706-149989,twitter ads,Awareness,9562.069837930803,0.1776915860502476,0.133125473398745,7,2.432556793008532,9.664729193194376,38,6-7,6,0-4,3979,isConfid,isConfid,1
7498,CUST7499,38-41,1,140706-149989,instagram,Conversion,5632.281555348082,0.1238584093417105,0.1810486616167758,15,1.7126845396926498,10.386917350023383,48,10-11,4,0-4,687,isConfid,isConfid,1
6877,CUST6878,38-41,1,140706-149989,zoho,Consideration,4048.285948767524,0.2712568819542455,0.0427884356346009,26,1.866969180600632,12.564961905150485,91,10-11,5,5-9,1529,isConfid,isConfid,1
5260,CUST5261,38-41,1,140706-149989,whatsapp,Awareness,9307.14327054548,0.0317632840416088,0.1894387484875787,10,6.090418810971149,0.8707659802085709,52,10-11,8,5-9,1623,isConfid,isConfid,1
5111,CUST5112,38-41,1,140706-149989,facebook ads,Awareness,1354.9300127838733,0.2646174747857434,0.1957841368037604,7,2.478196722713822,12.635360603385257,87,10-11,4,0-4,277,isConfid,isConfid,1
3286,CUST3287,38-41,1,140706-149989,facebook,Conversion,2253.6494697877406,0.2329345883103964,0.0162997444128403,22,2.659510363188264,0.3946499133152971,82,10-11,8,5-9,4505,isConfid,isConfid,1
3229,CUST3230,38-41,0,140706-149989,facebook,Consideration,8090.394965202338,0.0672001651280553,0.1539037912111552,48,9.22649589822602,6.080449872991986,7,10-11,2,5-9,1525,isConfid,isConfid,1
5457,CUST5458,38-41,0,140706-149989,baidu,Conversion,1384.4473026665935,0.0300986872191983,0.0341809005338059,35,8.908655281803679,8.788000446027429,23,12-13,4,0-4,4810,isConfid,isConfid,1
5148,CUST5149,38-41,0,140706-149989,google,Awareness,7546.138365362722,0.1416725755829474,0.0549185071259309,44,2.3509279034046857,7.007830103055949,89,12-13,4,0-4,2607,isConfid,isConfid,1
1213,CUST1214,38-41,1,140706-149989,bing ads,Awareness,6312.344755284079,0.2243419072473619,0.0865534033566926,0,9.53405945541684,7.168150768371393,70,12-13,7,0-4,981,isConfid,isConfid,1
1047,CUST1048,38-41,0,140706-149989,twitter,Conversion,8931.247307570682,0.0610404190230291,0.1152447155792908,48,6.738461992264555,1.3001613203139455,40,12-13,9,5-9,4863,isConfid,isConfid,1
582,CUST0583,38-41,1,140706-149989,tiktok,Awareness,6082.342621370077,0.0452446067488052,0.1077953414590644,49,8.016272770698425,9.200919893147129,37,12-13,5,5-9,3613,isConfid,isConfid,1
408,CUST0409,38-41,1,140706-149989,bing,Consideration,3255.7492710734505,0.0964403039244434,0.0403142160084864,21,9.214718521356236,11.950707789701656,11,12-13,7,0-4,4301,isConfid,isConfid,1
86,CUST0087,38-41,0,140706-149989,google ads,Consideration,4208.688261235859,0.2969194173663361,0.1888328771797718,17,4.927581002428134,3.1660406834786192,61,0-1,9,5-9,1530,isConfid,isConfid,1
2822,CUST2823,38-41,0,140706-149989,protonmail,Retention,7820.962509427917,0.0210422888531817,0.0844783573286657,7,6.956240880068764,13.65346158099097,9,0-1,2,5-9,2035,isConfid,isConfid,1
5585,CUST5586,38-41,1,140706-149989,tiktok,Consideration,357.1625935233223,0.0717343617231218,0.1893868003829426,8,6.252900658934706,6.875543148133737,73,16-17,1,5-9,313,isConfid,isConfid,0
4213,CUST4214,38-41,1,140706-149989,facebook,Consideration,9780.150944995346,0.2759943601781655,0.1536334114106639,35,5.212729855718622,9.1119501488839,15,16-17,4,0-4,1213,isConfid,isConfid,1
3836,CUST3837,38-41,1,140706-149989,baidu,Retention,7698.504635128196,0.0922811587805635,0.1592815280912687,11,6.302894036823767,7.673159968901609,88,16-17,3,5-9,2505,isConfid,isConfid,1
2916,CUST2917,38-41,0,140706-149989,partner site,Awareness,9912.57087779642,0.1114446032547751,0.0816428710977258,44,2.163409855617972,6.12097036797704,61,16-17,7,5-9,2300,isConfid,isConfid,1
3348,CUST3349,38-41,1,140706-149989,baidu,Retention,5621.333351978483,0.2712020836795524,0.0098952009460781,22,9.354067563436791,2.9099538592603005,94,14-15,7,0-4,4080,isConfid,isConfid,1
2501,CUST2502,38-41,1,140706-149989,gmail,Awareness,3733.291799376792,0.1150343191647714,0.1077401474600126,7,8.424309343996905,7.87653639436501,91,14-15,4,5-9,1687,isConfid,isConfid,1
3040,CUST3041,38-41,1,140706-149989,twitter ads,Consideration,9257.394598790685,0.2577467848742739,0.0353464786537256,23,4.906574027983497,2.631009686965669,61,14-15,1,5-9,909,isConfid,isConfid,1
3291,CUST3292,38-41,0,140706-149989,linkedin ads,Conversion,989.7797490047008,0.1147432731840138,0.0228333638417976,16,6.542811916529865,13.20639053787395,17,14-15,7,5-9,2860,isConfid,isConfid,1
6473,CUST6474,38-41,0,140706-149989,whatsapp,Retention,5090.691600555386,0.2701176368577855,0.1567815612018652,48,7.226743546979117,14.75192976076714,2,14-15,1,0-4,3392,isConfid,isConfid,1
824,CUST0825,38-41,1,140706-149989,zoho,Consideration,1558.9548335310224,0.2110406642767609,0.0227119303514089,44,6.337946643378601,4.369307964200731,18,14-15,6,5-9,1162,isConfid,isConfid,1
7774,CUST7775,38-41,1,140706-149989,outlook,Consideration,9130.921930706018,0.0558754301910678,0.0617515816469684,21,5.997075165704064,5.562438692056452,11,14-15,3,5-9,2721,isConfid,isConfid,1
6064,CUST6065,38-41,1,20014-29297,online directory,Conversion,5272.414752498551,0.2796317574600138,0.0569082116304282,28,9.59969934944756,6.227698585917558,92,2-3,8,5-9,971,isConfid,isConfid,1
2705,CUST2706,38-41,0,20014-29297,instagram,Consideration,8075.959435649053,0.1677421224177485,0.0491802560127784,47,5.641806544015794,4.1482310847101465,65,4-5,2,5-9,2464,isConfid,isConfid,1
3723,CUST3724,38-41,1,20014-29297,twitter,Consideration,1285.2306453496085,0.0564020423079215,0.0870292731741771,9,5.489727321037662,0.6316181739985613,79,4-5,3,0-4,4856,isConfid,isConfid,0
5712,CUST5713,38-41,1,20014-29297,yahoo,Consideration,1594.8837892893175,0.0970174676251013,0.0932644730196217,28,5.097057250553993,10.938073243411898,18,4-5,0,0-4,92,isConfid,isConfid,1
6079,CUST6080,38-41,1,20014-29297,linkedin,Retention,6847.630744580636,0.0378482322560845,0.1674855607370078,21,4.2246379228275845,14.75183527127435,35,4-5,2,5-9,1733,isConfid,isConfid,1
7702,CUST7703,38-41,0,20014-29297,blog,Awareness,7693.182798174026,0.0607729415642832,0.0570295341343944,29,9.200136964689513,8.287788969675875,77,4-5,5,0-4,4844,isConfid,isConfid,1
1419,CUST1420,38-41,0,20014-29297,yahoo,Conversion,8726.208774073782,0.0881669515915127,0.1199158545946206,15,2.707785461784652,3.692116931060687,28,4-5,7,0-4,2233,isConfid,isConfid,1
5878,CUST5879,38-41,0,20014-29297,bing ads,Conversion,1587.9187941666892,0.1350353890546606,0.1742103395248151,26,6.68100292818596,9.533809015317903,85,2-3,4,0-4,991,isConfid,isConfid,1
447,CUST0448,38-41,0,20014-29297,news portal,Retention,3422.246649879286,0.0380383926005718,0.1061031867288671,38,7.531951540889374,8.4508828682468,45,4-5,7,0-4,1721,isConfid,isConfid,1
93,CUST0094,38-41,1,20014-29297,facebook ads,Retention,8301.720677250354,0.1818196847142129,0.0540612084204005,48,6.982480114595327,9.05252903323239,67,4-5,1,5-9,2368,isConfid,isConfid,1
4068,CUST4069,38-41,0,20014-29297,linkedin,Consideration,3131.103081306002,0.2271485840250903,0.1641570750375068,34,7.754924795996953,0.8003888946934514,74,2-3,3,0-4,3790,isConfid,isConfid,1
5930,CUST5931,38-41,0,20014-29297,twitter,Conversion,2591.86623301956,0.2798243726060021,0.0756112988786174,22,4.989846808071371,3.912046763476941,29,18-19,1,0-4,2050,isConfid,isConfid,1
7094,CUST7095,38-41,1,20014-29297,google,Consideration,1150.6325127076848,0.08153552391668,0.0348164391165152,49,4.149722238328302,13.427294253021373,1,18-19,4,5-9,2789,isConfid,isConfid,1
1340,CUST1341,38-41,0,20014-29297,google ads,Awareness,8418.706524145751,0.0458097880239249,0.1381601260286242,11,9.870093418670892,2.3244213816928165,32,18-19,4,0-4,481,isConfid,isConfid,1
4742,CUST4743,38-41,0,20014-29297,twitter,Consideration,6481.498678336183,0.2230759819464592,0.1181652879187523,13,7.860763466362928,5.55110570745089,11,18-19,1,0-4,4392,isConfid,isConfid,1
5150,CUST5151,38-41,1,20014-29297,bing ads,Awareness,3010.4418657440265,0.0248022848813834,0.1840623867441398,0,6.530434172125785,6.395337953788335,18,18-19,3,0-4,1843,isConfid,isConfid,1
1326,CUST1327,38-41,1,20014-29297,linkedin ads,Consideration,1743.150674172272,0.044177189350618,0.0919267542409793,35,4.893778331206076,10.832035600957736,68,2-3,3,0-4,3756,isConfid,isConfid,1
451,CUST0452,38-41,1,20014-29297,facebook ads,Consideration,4419.937296541767,0.0710827456636626,0.0445687774030729,32,1.5086622446128657,13.22658260179452,29,8-9,5,5-9,2896,isConfid,isConfid,1
945,CUST0946,38-41,1,20014-29297,yahoo,Conversion,8370.368583513104,0.2876855638271879,0.0738473238926985,20,4.047353762319787,12.316411128413623,91,8-9,0,5-9,1092,isConfid,isConfid,1
1759,CUST1760,38-41,0,20014-29297,news portal,Conversion,1350.847331375562,0.0377935415693218,0.1673241593127357,29,10.03598869365417,13.583028591873047,85,8-9,8,5-9,4574,isConfid,isConfid,1
6072,CUST6073,38-41,1,20014-29297,google,Consideration,8796.933518556853,0.1593638290100686,0.1376077181083908,36,6.326104423082884,12.3295680281894,40,8-9,3,5-9,787,isConfid,isConfid,1
7247,CUST7248,38-41,1,20014-29297,bing,Awareness,5201.70877501817,0.1328730009756353,0.0527580414883113,23,3.5313256344509902,10.434744756913638,84,8-9,0,5-9,4725,isConfid,isConfid,1
7523,CUST7524,38-41,1,20014-29297,online directory,Consideration,8344.100780439458,0.1360782937981992,0.2008402228648873,10,4.526188033249286,8.363964940122234,32,8-9,3,5-9,94,isConfid,isConfid,1
7544,CUST7545,38-41,1,20014-29297,bing,Consideration,9327.15226163908,0.1878613994483042,0.0180639039178422,33,9.902190930664563,2.936891058158678,26,8-9,4,0-4,1931,isConfid,isConfid,1
7966,CUST7967,38-41,1,20014-29297,twitter,Retention,650.9343910674912,0.0407677194346041,0.042526733575915,3,5.107675866331904,9.051954026988769,88,8-9,2,0-4,1521,isConfid,isConfid,1
3017,CUST3018,38-41,0,20014-29297,duckduckgo,Consideration,2207.8274647153785,0.1927423892121446,0.1951342589238128,38,4.519261924716252,2.344454382610568,56,6-7,4,0-4,1252,isConfid,isConfid,1
3046,CUST3047,38-41,1,20014-29297,google ads,Conversion,883.8610842257351,0.228830261605283,0.0693912652840798,42,8.26905151698381,5.957680437123839,33,6-7,3,5-9,3074,isConfid,isConfid,1
4111,CUST4112,38-41,0,20014-29297,partner site,Awareness,6159.980809250595,0.0729871520077349,0.1238160889207467,14,8.4473613821192,0.899052148566254,17,6-7,3,5-9,2244,isConfid,isConfid,1
4252,CUST4253,38-41,1,20014-29297,instagram,Conversion,3380.949435310141,0.214649301142572,0.1908455815083583,15,9.454415603587451,0.6526192592818545,93,6-7,6,0-4,449,isConfid,isConfid,1
5567,CUST5568,38-41,1,20014-29297,gmail,Conversion,8833.189364657259,0.1813179704423244,0.0668287198583082,10,4.414932211557406,10.736164587576098,98,6-7,7,0-4,4454,isConfid,isConfid,1
6319,CUST6320,38-41,0,20014-29297,protonmail,Awareness,136.0384586480404,0.0598245962960358,0.0823964259173207,45,3.58154396810681,4.252931343007054,98,6-7,7,5-9,555,isConfid,isConfid,1
1626,CUST1627,38-41,0,20014-29297,partner site,Awareness,8154.34076108583,0.0835688222331863,0.1388000106183305,36,3.800833230950961,2.201271632947069,57,10-11,9,0-4,3149,isConfid,isConfid,1
3218,CUST3219,38-41,1,20014-29297,yahoo,Retention,262.6753203910864,0.1949824257757413,0.0919230228374817,5,9.132123232694475,1.4107037871365045,81,10-11,7,0-4,4067,isConfid,isConfid,1
6236,CUST6237,38-41,0,20014-29297,online directory,Retention,5582.276948807779,0.1357226700093314,0.1929328060157694,11,4.868008852740786,14.14022601747089,17,10-11,4,5-9,2942,isConfid,isConfid,1
7000,CUST7001,38-41,1,20014-29297,yahoo,Awareness,3541.794915983519,0.1871023424100333,0.0867644181945667,12,1.2316945169601623,3.0000806985697634,71,10-11,4,5-9,3898,isConfid,isConfid,1
7411,CUST7412,38-41,0,20014-29297,instagram,Conversion,644.4960439969387,0.1610325886044138,0.1994831348397962,27,6.715891226579602,0.4752651283845613,62,10-11,7,0-4,3018,isConfid,isConfid,1
1734,CUST1735,38-41,0,20014-29297,google ads,Consideration,9528.568391770588,0.1403993623684209,0.1863375651438377,25,7.0618891171356,1.7816434700145931,8,10-11,9,0-4,4009,isConfid,isConfid,1
391,CUST0392,38-41,1,20014-29297,partner site,Retention,1272.4841784127825,0.2129082382482859,0.1779831226614444,39,2.8292859849418,1.6453630690317969,73,12-13,9,5-9,1889,isConfid,isConfid,1
2002,CUST2003,38-41,0,20014-29297,partner site,Awareness,5716.661391315271,0.1103457842625108,0.0914882712841182,12,4.150450147452578,14.275122928977064,74,12-13,3,5-9,3055,isConfid,isConfid,1
2053,CUST2054,38-41,0,20014-29297,affiliate,Awareness,752.4669502940294,0.2918399288384743,0.1890123441633493,38,5.316357530577712,2.9154721469674585,16,12-13,4,0-4,599,isConfid,isConfid,1
984,CUST0985,38-41,1,20014-29297,google,Awareness,9020.477675792094,0.1845930939315984,0.1321666084226663,40,9.543873136507887,6.90545050084344,39,0-1,8,0-4,2302,isConfid,isConfid,1
2559,CUST2560,38-41,0,20014-29297,google ads,Retention,5833.442475211105,0.0185888480243286,0.086420784423076,17,1.7131728158453754,7.393179988348993,32,0-1,7,5-9,3615,isConfid,isConfid,1
4782,CUST4783,38-41,1,20014-29297,zoho,Consideration,8335.795587068218,0.2850435532300484,0.0384347072077234,32,8.53979544903745,5.706992994558061,12,0-1,5,5-9,139,isConfid,isConfid,1
176,CUST0177,38-41,0,20014-29297,gmail,Awareness,1706.5354722523318,0.1043190385520002,0.1704391501539916,45,7.526473636592638,4.601010782666323,20,16-17,8,0-4,2545,isConfid,isConfid,1
