Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,CustomerID,Age,Gender,Income,CampaignChannel,CampaignType,AdSpend,ClickThroughRate,ConversionRate,WebsiteVisits,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,AdvertisingPlatform,AdvertisingTool,Conversion
5175,5175,5175,5175,5175,CUST5176,22-25,1,66434-75717,linkedin ads,Conversion,7119.831552694373,0.1866395813048867,0.19743275562087334,3,1.9593734341201303,14.163129959814695,97,4-5,6,0-4,1209,isConfid,isConfid,1
5176,5176,5176,5176,5176,CUST5177,58-61,0,47866-57149,duckduckgo,Conversion,5356.739983859446,0.045315452638904935,0.02966876106544595,40,3.557062382503992,9.786445146022677,25,12-13,6,0-4,2387,isConfid,isConfid,1
5177,5177,5177,5177,5177,CUST5178,38-41,0,85002-94285,tiktok,Conversion,5551.045961259739,0.025166746240175106,0.08524905679494141,10,2.7798516506050817,11.437524643315468,69,6-7,4,5-9,113,isConfid,isConfid,1
5178,5178,5178,5178,5178,CUST5179,34-37,0,112854-122137,whatsapp,Conversion,443.6002250239168,0.02406145455752793,0.1417698142672431,0,4.031328256580848,11.99999376275153,68,16-17,8,0-4,1875,isConfid,isConfid,1
5179,5179,5179,5179,5179,CUST5180,26-29,0,57150-66433,protonmail,Conversion,9655.703138325556,0.08992439823531626,0.03256009715506692,44,8.00232551096435,11.438044357060814,86,0-1,4,5-9,2102,isConfid,isConfid,1
5180,5180,5180,5180,5180,CUST5181,38-41,0,29298-38581,gmail,Awareness,9618.837171295172,0.06153524197402428,0.028375605927100613,20,9.608813599531732,14.750308009411713,49,4-5,0,5-9,528,isConfid,isConfid,0
5181,5181,5181,5181,5181,CUST5182,30-33,1,122138-131421,yahoo,Retention,6844.565290217044,0.165520820399716,0.037294808367676506,24,8.745556616804004,4.3508821185243,78,4-5,4,5-9,1985,isConfid,isConfid,1
5182,5182,5182,5182,5182,CUST5183,18-21,0,20014-29297,facebook,Retention,1247.554726561282,0.1356404951705595,0.12752845409155658,8,8.666709686233318,7.9862162584086,31,6-7,2,0-4,4257,isConfid,isConfid,1
5183,5183,5183,5183,5183,CUST5184,46-49,0,20014-29297,linkedin ads,Conversion,1902.677466772277,0.1037884442493988,0.1795482024469401,24,4.915736032669061,10.542384938226549,57,0-1,2,0-4,4389,isConfid,isConfid,1
5184,5184,5184,5184,5184,CUST5185,38-41,0,122138-131421,news portal,Retention,1667.5538428636664,0.2549665770131297,0.16952412981082018,17,8.158018842457754,10.445383652260542,63,6-7,4,0-4,1650,isConfid,isConfid,1
5185,5185,5185,5185,5185,CUST5186,26-29,0,20014-29297,yahoo,Awareness,5271.977795729125,0.15983223438214805,0.19918352763875485,6,7.895703969359447,3.8064860926026465,76,2-3,0,0-4,4351,isConfid,isConfid,1
5186,5186,5186,5186,5186,CUST5187,46-49,1,122138-131421,affiliate,Conversion,2120.6511521499388,0.03852429496755044,0.12401247837384016,45,3.2849307154430294,13.393840436309965,27,2-3,7,5-9,3587,isConfid,isConfid,1
5187,5187,5187,5187,5187,CUST5188,62-65,1,131422-140705,online directory,Consideration,7153.307676837469,0.09740967824996402,0.19161738186882873,25,3.3206783065828813,12.585108860586411,96,16-17,8,5-9,1489,isConfid,isConfid,1
5188,5188,5188,5188,5188,CUST5189,54-57,0,112854-122137,tiktok,Awareness,5434.393372779421,0.29724998330178465,0.07233163462813434,48,5.652314642958374,4.440515792104719,71,2-3,9,0-4,2185,isConfid,isConfid,1
5189,5189,5189,5189,5189,CUST5190,38-41,1,57150-66433,google ads,Conversion,253.48455830913966,0.2889199819366465,0.09242007000339257,17,9.644507937354177,8.30048917799531,79,0-1,3,5-9,3642,isConfid,isConfid,1
5190,5190,5190,5190,5190,CUST5191,30-33,0,131422-140705,whatsapp,Retention,7372.87360075129,0.08027985009240451,0.0831447080255417,0,2.0202772357322023,5.172366974116599,38,12-13,0,0-4,4939,isConfid,isConfid,0
5191,5191,5191,5191,5191,CUST5192,46-49,0,122138-131421,zoho,Awareness,2144.5945048901085,0.05342733274544246,0.016920714461141996,8,9.62926558284812,6.124714634648852,95,4-5,1,5-9,1666,isConfid,isConfid,0
5192,5192,5192,5192,5192,CUST5193,62-65,0,94286-103569,twitter,Conversion,8367.48646934068,0.15514353293188776,0.1690780446258869,9,2.445736673068469,8.218055153682005,79,16-17,6,5-9,1571,isConfid,isConfid,1
5193,5193,5193,5193,5193,CUST5194,66-69,0,29298-38581,facebook,Retention,3696.068442049515,0.14790755429637178,0.02040063902621032,47,5.171664697334586,7.980986685633852,44,0-1,0,0-4,1723,isConfid,isConfid,1
5194,5194,5194,5194,5194,CUST5195,62-65,0,38582-47865,tiktok,Retention,3463.309993535611,0.12743187059993416,0.14627558985926478,10,3.6729709265647346,8.114725536300938,12,10-11,2,5-9,2380,isConfid,isConfid,1
5195,5195,5195,5195,5195,CUST5196,62-65,1,29298-38581,protonmail,Conversion,264.8473296598954,0.16891014076495217,0.0868058787679937,31,4.730821518563787,8.327766562408268,19,4-5,6,5-9,4674,isConfid,isConfid,1
5196,5196,5196,5196,5196,CUST5197,38-41,0,47866-57149,zoho,Awareness,9996.36930551665,0.07461812598950221,0.008502796643599934,20,9.55857337697012,9.802732186798044,57,8-9,3,0-4,2315,isConfid,isConfid,1
5197,5197,5197,5197,5197,CUST5198,62-65,0,94286-103569,instagram,Conversion,5936.211307692576,0.038167429054348195,0.06437770444720939,35,6.444540310698477,1.0010440786116899,18,14-15,9,5-9,4490,isConfid,isConfid,1
5198,5198,5198,5198,5198,CUST5199,34-37,0,122138-131421,linkedin,Conversion,4096.13788140646,0.17385500082480498,0.07822399799566884,31,3.5604194719689777,2.673258576375339,74,12-13,3,0-4,2442,isConfid,isConfid,1
5199,5199,5199,5199,5199,CUST5200,54-57,0,57150-66433,blog,Conversion,1079.3111907779476,0.27737606684331284,0.19533211624725813,18,6.611697081770693,7.405203586534735,90,8-9,0,5-9,3242,isConfid,isConfid,1
5200,5200,5200,5200,5200,CUST5201,38-41,0,75718-85001,facebook ads,Conversion,7010.156728105101,0.04948329365610262,0.13588461461788554,7,5.11691298409353,10.621586582514059,79,16-17,7,0-4,1772,isConfid,isConfid,1
5201,5201,5201,5201,5201,CUST5202,18-21,1,66434-75717,news portal,Conversion,2877.7096360217142,0.21687315949521385,0.11678416614580854,34,9.48865198218645,7.542141847879937,8,12-13,3,5-9,942,isConfid,isConfid,1
5202,5202,5202,5202,5202,CUST5203,54-57,1,47866-57149,bing ads,Retention,9914.136162385907,0.13464173519164135,0.030247679577422824,21,4.264649295821807,9.696766003730696,76,6-7,8,0-4,4688,isConfid,isConfid,1
5203,5203,5203,5203,5203,CUST5204,22-25,0,122138-131421,google ads,Conversion,9727.250700537574,0.09976951066237927,0.08754238755920137,3,6.049415569754001,14.384136231922357,18,2-3,4,5-9,397,isConfid,isConfid,1
5204,5204,5204,5204,5204,CUST5205,58-61,0,29298-38581,tiktok,Awareness,7436.885888876376,0.25244776234127514,0.01666528508143286,28,8.600376709157434,11.242192628322083,93,0-1,5,5-9,4288,isConfid,isConfid,1
5205,5205,5205,5205,5205,CUST5206,34-37,0,103570-112853,blog,Consideration,9659.081589238102,0.13731859377857,0.15395518768925595,30,9.77877859948854,14.168584678445049,54,4-5,5,5-9,3699,isConfid,isConfid,1
5206,5206,5206,5206,5206,CUST5207,46-49,0,47866-57149,twitter ads,Conversion,1436.6522701380495,0.19062836309214867,0.04304664160486726,7,8.287052007780666,0.8572342248034739,38,8-9,8,0-4,1701,isConfid,isConfid,1
5207,5207,5207,5207,5207,CUST5208,38-41,0,85002-94285,linkedin ads,Awareness,2775.1388658964934,0.14137083233478623,0.12331095743412952,11,9.515301290320373,6.997117554207392,16,18-19,2,0-4,4401,isConfid,isConfid,1
5208,5208,5208,5208,5208,CUST5209,50-53,0,38582-47865,zoho,Consideration,2683.3943997729752,0.031267915104882096,0.1420814502571318,4,4.980938165310386,5.745350853946394,61,8-9,5,0-4,797,isConfid,isConfid,1
5209,5209,5209,5209,5209,CUST5210,46-49,0,85002-94285,bing ads,Awareness,678.0987655016121,0.18237318123782756,0.0782310545426846,29,7.90993089089014,10.564418760590469,93,0-1,8,0-4,3617,isConfid,isConfid,1
5210,5210,5210,5210,5210,CUST5211,34-37,0,112854-122137,twitter,Retention,9819.26621292475,0.13022544183327792,0.13047419567830665,34,1.9996278742633067,13.96085264326929,92,8-9,7,5-9,4788,isConfid,isConfid,1
5211,5211,5211,5211,5211,CUST5212,58-61,0,38582-47865,baidu,Retention,745.9225148845518,0.028692989109409362,0.15428794234617982,36,6.236098331130876,1.0026783002297424,59,12-13,6,5-9,3984,isConfid,isConfid,1
5212,5212,5212,5212,5212,CUST5213,46-49,0,20014-29297,outlook,Consideration,8535.36646958061,0.1819607265495818,0.04349027664814082,3,1.1211460100491628,1.5381064672405118,41,0-1,3,0-4,2261,isConfid,isConfid,0
5213,5213,5213,5213,5213,CUST5214,58-61,1,29298-38581,google,Consideration,7776.242547163667,0.0071255582227642954,0.11959490526959093,42,3.6043059250885396,10.253427871557184,1,14-15,4,0-4,445,isConfid,isConfid,1
5214,5214,5214,5214,5214,CUST5215,66-69,0,47866-57149,twitter,Consideration,3981.915585859449,0.06969288839776269,0.14918542448602473,20,6.847461296125636,5.472221056556438,49,12-13,6,5-9,4364,isConfid,isConfid,1
5215,5215,5215,5215,5215,CUST5216,30-33,1,57150-66433,google,Retention,410.8769333661884,0.24168331136205048,0.07779878888129013,15,2.642181808835432,3.4144258224305317,66,12-13,5,5-9,2639,isConfid,isConfid,1
5216,5216,5216,5216,5216,CUST5217,26-29,1,66434-75717,twitter ads,Retention,303.17562030069,0.013683357873675745,0.044940161569846884,17,2.842735974636316,14.314792254884487,19,10-11,4,5-9,283,isConfid,isConfid,0
5217,5217,5217,5217,5217,CUST5218,62-65,1,85002-94285,yahoo,Awareness,2141.2250310052345,0.20190771301830518,0.06258508360434104,30,1.502168321326671,0.6104744989361829,0,0-1,8,0-4,232,isConfid,isConfid,0
5218,5218,5218,5218,5218,CUST5219,66-69,1,103570-112853,online directory,Retention,4889.904273165415,0.28812952287499344,0.1897417135002767,37,7.6120396202516565,4.758766772747253,4,0-1,4,5-9,2554,isConfid,isConfid,1
5219,5219,5219,5219,5219,CUST5220,50-53,0,85002-94285,facebook,Consideration,4648.9787374434445,0.06090474459619567,0.07500163040470022,31,4.922309931341896,4.926884332438302,96,10-11,5,5-9,871,isConfid,isConfid,1
5220,5220,5220,5220,5220,CUST5221,50-53,1,38582-47865,partner site,Conversion,6063.670017206374,0.13486650826722676,0.03198619305141794,47,9.088190955481242,11.660893389722585,38,14-15,9,5-9,2792,isConfid,isConfid,1
5221,5221,5221,5221,5221,CUST5222,26-29,1,94286-103569,duckduckgo,Conversion,7707.353037658566,0.1793503228197556,0.02830179545445686,32,4.372293984860061,8.272232537132636,86,4-5,6,0-4,4939,isConfid,isConfid,1
5222,5222,5222,5222,5222,CUST5223,58-61,0,122138-131421,news portal,Consideration,3872.7946030847957,0.13816832537142765,0.041254729189548145,18,4.946453735281477,5.102925087814335,17,18-19,1,5-9,1006,isConfid,isConfid,1
5223,5223,5223,5223,5223,CUST5224,42-45,0,20014-29297,zoho,Retention,1807.0127891552384,0.19296357271187234,0.03202095942561076,19,5.572520139003381,3.0811756287356618,67,8-9,4,0-4,2386,isConfid,isConfid,1
5224,5224,5224,5224,5224,CUST5225,26-29,1,29298-38581,google,Consideration,8103.361111814779,0.13315970262391388,0.10297208435462761,47,8.999713266296766,3.647953627467525,96,18-19,5,5-9,4219,isConfid,isConfid,1
5225,5225,5225,5225,5225,CUST5226,30-33,0,20014-29297,news portal,Retention,3233.211696894449,0.05340359123175597,0.07507701415327743,9,3.4555242923407343,1.045144534415927,89,14-15,2,5-9,2467,isConfid,isConfid,0
5226,5226,5226,5226,5226,CUST5227,54-57,0,75718-85001,twitter ads,Conversion,2839.86571682461,0.033119141402335545,0.1754493342542081,25,1.2224933998494247,12.5681540551475,21,0-1,3,5-9,3044,isConfid,isConfid,1
5227,5227,5227,5227,5227,CUST5228,62-65,0,66434-75717,baidu,Awareness,7771.0511862914545,0.2130046502423738,0.17471548407418286,45,6.575766288178981,2.566745005297169,29,2-3,1,5-9,3218,isConfid,isConfid,1
5228,5228,5228,5228,5228,CUST5229,34-37,0,66434-75717,outlook,Retention,9299.293869659457,0.07491642868752055,0.10419902878589787,17,8.436084773971704,12.351187735139037,89,12-13,6,0-4,4055,isConfid,isConfid,1
5229,5229,5229,5229,5229,CUST5230,30-33,1,47866-57149,twitter ads,Awareness,9204.880084849063,0.26101164144540495,0.18186915696944705,44,5.914319661539963,2.5016717667967083,0,16-17,1,5-9,1380,isConfid,isConfid,1
5230,5230,5230,5230,5230,CUST5231,42-45,0,122138-131421,baidu,Conversion,1550.7757841665343,0.22578557370975028,0.09253445003267764,44,3.776426808418137,13.447515194168952,69,6-7,1,5-9,812,isConfid,isConfid,1
5231,5231,5231,5231,5231,CUST5232,38-41,0,29298-38581,linkedin ads,Awareness,5093.664415388897,0.02775812089436363,0.13533443046082042,14,6.674097709999795,10.420624787394553,80,12-13,4,5-9,409,isConfid,isConfid,1
5232,5232,5232,5232,5232,CUST5233,22-25,1,20014-29297,baidu,Awareness,1294.4881621311058,0.07168361061777896,0.0385130354009041,35,9.894388893215721,5.42294451751074,94,8-9,4,5-9,386,isConfid,isConfid,1
5233,5233,5233,5233,5233,CUST5234,58-61,0,20014-29297,google,Consideration,9388.230282949062,0.10007555782285552,0.021756909353949364,17,6.282736281978976,6.127433742675288,50,14-15,5,5-9,1099,isConfid,isConfid,1
5234,5234,5234,5234,5234,CUST5235,26-29,0,122138-131421,tiktok,Awareness,2163.3261033618696,0.1826487914653959,0.0405530637695184,30,3.6308165129964927,4.522177889569951,67,12-13,1,5-9,3223,isConfid,isConfid,1
5235,5235,5235,5235,5235,CUST5236,62-65,0,66434-75717,news portal,Conversion,2097.1554750219284,0.2397993072193739,0.05491434318901872,14,3.405324585413433,3.356619302283173,73,12-13,8,5-9,2899,isConfid,isConfid,1
5236,5236,5236,5236,5236,CUST5237,50-53,0,140706-149989,google,Retention,8856.988100753,0.025944740908938994,0.15561360379105768,37,9.961138780704298,13.358863103452675,60,8-9,1,0-4,1842,isConfid,isConfid,1
5237,5237,5237,5237,5237,CUST5238,50-53,0,103570-112853,gmail,Awareness,9592.174694408164,0.08725356158006209,0.039436541126582854,28,8.665549859288948,3.348339958918021,47,14-15,0,0-4,1486,isConfid,isConfid,0
5238,5238,5238,5238,5238,CUST5239,34-37,0,140706-149989,news portal,Retention,6941.961854324653,0.11770886976051108,0.03243040927587485,41,3.36911241230829,2.9562525596186604,52,16-17,3,5-9,2835,isConfid,isConfid,1
5239,5239,5239,5239,5239,CUST5240,18-21,0,57150-66433,facebook,Consideration,1019.1963395771909,0.06599504592589825,0.18817480215330376,14,3.467814303067802,5.625483362209113,33,0-1,1,5-9,4246,isConfid,isConfid,1
5240,5240,5240,5240,5240,CUST5241,26-29,0,94286-103569,partner site,Conversion,4797.208242787419,0.16576770956651343,0.14463192638714642,0,8.2700871816577,14.750473381349314,85,2-3,6,0-4,1722,isConfid,isConfid,1
5241,5241,5241,5241,5241,CUST5242,54-57,0,112854-122137,news portal,Conversion,8043.4426892675365,0.14755304171932437,0.1015231812588143,36,9.983001407203105,7.135764899779732,85,8-9,3,5-9,242,isConfid,isConfid,1
5242,5242,5242,5242,5242,CUST5243,62-65,0,57150-66433,duckduckgo,Retention,5857.006831359439,0.1054963827753373,0.02911962557583487,40,5.103242645149945,5.644019856497862,6,8-9,1,5-9,1585,isConfid,isConfid,1
5243,5243,5243,5243,5243,CUST5244,58-61,0,57150-66433,zoho,Conversion,1560.2980744391994,0.1633223340337566,0.17081048797856208,22,3.0536450501267223,15.281823599100678,38,4-5,9,0-4,1823,isConfid,isConfid,1
5244,5244,5244,5244,5244,CUST5245,18-21,0,38582-47865,baidu,Consideration,1877.0379864079052,0.11443465409356786,0.02888091640157287,45,3.2270868898134144,11.258085820482975,36,4-5,4,0-4,4981,isConfid,isConfid,1
5245,5245,5245,5245,5245,CUST5246,46-49,0,57150-66433,protonmail,Retention,8687.408342160717,0.11615573953765948,0.12913887553513506,10,8.303312305109552,14.00612770144495,62,14-15,8,0-4,3898,isConfid,isConfid,1
5246,5246,5246,5246,5246,CUST5247,66-69,0,29298-38581,gmail,Conversion,5355.484162609853,0.08300949611343174,0.14137420081632418,37,6.478040823593802,3.9660256408462384,54,2-3,3,5-9,2781,isConfid,isConfid,1
5247,5247,5247,5247,5247,CUST5248,50-53,0,75718-85001,google ads,Consideration,7179.0449186641345,0.1674520311003002,0.0829769676409473,15,6.8115487545402456,11.37337036685075,14,2-3,0,0-4,3922,isConfid,isConfid,1
5248,5248,5248,5248,5248,CUST5249,66-69,1,85002-94285,bing,Consideration,3880.910267683351,0.14121551305691615,0.18301648814569768,29,2.928914075271696,13.54038228090071,82,16-17,7,5-9,1515,isConfid,isConfid,1
5249,5249,5249,5249,5249,CUST5250,30-33,0,85002-94285,tiktok,Awareness,5335.641069109887,0.06542683412176405,0.023732666927731617,28,2.266317343409225,8.26704801757454,73,6-7,7,5-9,4789,isConfid,isConfid,1
5250,5250,5250,5250,5250,CUST5251,18-21,1,103570-112853,news portal,Conversion,9869.569242803464,0.016348184984022972,0.16879116514647602,40,1.1681847287079166,6.612198712980208,61,18-19,9,0-4,3587,isConfid,isConfid,1
5251,5251,5251,5251,5251,CUST5252,50-53,1,122138-131421,twitter ads,Retention,3301.0220175246905,0.04957708744392738,0.11242554758338819,2,9.045275878580771,5.321066434636025,67,0-1,9,0-4,4499,isConfid,isConfid,0
5252,5252,5252,5252,5252,CUST5253,46-49,1,103570-112853,linkedin,Awareness,6719.1644064987795,0.02253965862582409,0.12545159471479922,39,4.11535144633178,8.89432243470982,49,12-13,4,0-4,2120,isConfid,isConfid,1
5253,5253,5253,5253,5253,CUST5254,62-65,0,131422-140705,baidu,Retention,1880.4530652956564,0.13092319152728382,0.19549329713910515,16,7.858874982622835,3.3817211587961484,40,6-7,7,0-4,4907,isConfid,isConfid,1
5254,5254,5254,5254,5254,CUST5255,62-65,0,140706-149989,yahoo,Awareness,1551.316969247529,0.0726431163820648,0.11933741126175852,25,9.08443018142425,6.9031682588677175,60,18-19,0,5-9,1817,isConfid,isConfid,1
5255,5255,5255,5255,5255,CUST5256,30-33,0,75718-85001,duckduckgo,Consideration,7734.563934307678,0.1362364270462373,0.15854119967535266,8,6.358547794206058,10.51697164701446,24,8-9,1,0-4,530,isConfid,isConfid,1
5256,5256,5256,5256,5256,CUST5257,62-65,0,75718-85001,yahoo,Awareness,8305.98463929032,0.10771658491783019,0.03601162317561839,16,4.419769220268924,10.061549318976786,27,10-11,3,0-4,510,isConfid,isConfid,1
5257,5257,5257,5257,5257,CUST5258,66-69,0,29298-38581,google ads,Awareness,6526.646055026782,0.16676246573678685,0.1663070528522644,36,1.1748368049177311,10.204515553826962,81,8-9,2,5-9,1266,isConfid,isConfid,1
5258,5258,5258,5258,5258,CUST5259,46-49,0,94286-103569,twitter,Awareness,1795.1073806828635,0.2171232933060031,0.1544839386539333,30,4.029487262339824,9.140422386479765,34,4-5,2,5-9,934,isConfid,isConfid,1
5259,5259,5259,5259,5259,CUST5260,54-57,0,85002-94285,twitter ads,Conversion,2310.2664419795933,0.15190880790152103,0.19315870385915043,30,4.088233980361923,0.40871622609436287,82,2-3,8,0-4,969,isConfid,isConfid,1
5260,5260,5260,5260,5260,CUST5261,38-41,1,140706-149989,whatsapp,Awareness,9307.14327054548,0.03176328404160886,0.18943874848757872,10,6.090418810971149,0.8707659802085709,52,10-11,8,5-9,1623,isConfid,isConfid,1
5261,5261,5261,5261,5261,CUST5262,42-45,1,94286-103569,google ads,Consideration,3060.309080572728,0.009616735577791823,0.04647163261919807,37,7.872546363280809,9.341287950281197,83,0-1,7,5-9,4260,isConfid,isConfid,1
5262,5262,5262,5262,5262,CUST5263,34-37,0,131422-140705,blog,Retention,8231.018553208189,0.07576565453820297,0.09676938728261363,21,7.451151391844718,14.34825253544253,38,0-1,6,0-4,2211,isConfid,isConfid,1
5263,5263,5263,5263,5263,CUST5264,22-25,0,112854-122137,protonmail,Conversion,2669.8157340281373,0.13978965494761694,0.181548327093899,45,9.008276098222014,3.382715728317771,96,6-7,7,0-4,2804,isConfid,isConfid,1
5264,5264,5264,5264,5264,CUST5265,30-33,0,122138-131421,protonmail,Consideration,9423.106925085178,0.024135158919359564,0.139118941961653,2,1.3941382368401252,10.766286128330904,58,10-11,3,0-4,616,isConfid,isConfid,1
5265,5265,5265,5265,5265,CUST5266,22-25,0,140706-149989,zoho,Conversion,9219.378210742712,0.09937945650026755,0.09179429931187463,48,6.609747813373215,6.674183898665277,64,8-9,6,5-9,4914,isConfid,isConfid,1
5266,5266,5266,5266,5266,CUST5267,42-45,1,20014-29297,blog,Retention,553.1136626545613,0.262215186623461,0.03365835592524595,27,2.628501700418092,2.4729714045453193,0,0-1,7,5-9,1367,isConfid,isConfid,0
5267,5267,5267,5267,5267,CUST5268,66-69,1,112854-122137,partner site,Retention,7896.252714855856,0.03165388973000198,0.07400121215099725,31,9.844477029400581,0.9073590562610159,44,6-7,3,0-4,909,isConfid,isConfid,1
5268,5268,5268,5268,5268,CUST5269,18-21,0,131422-140705,protonmail,Retention,1569.573548401142,0.2929108486059542,0.1354790870389913,3,4.764441480451386,10.762813037279143,18,0-1,4,5-9,2254,isConfid,isConfid,1
5269,5269,5269,5269,5269,CUST5270,22-25,1,131422-140705,protonmail,Conversion,2342.5780834476627,0.25869417005045087,0.16267753462555584,39,6.658184299757024,2.3730228454004054,47,4-5,7,0-4,52,isConfid,isConfid,1
5270,5270,5270,5270,5270,CUST5271,66-69,1,131422-140705,instagram,Conversion,4683.178645683569,0.25346128425845266,0.09445745233514805,37,4.441391500456639,4.6836122254350645,48,16-17,1,0-4,2837,isConfid,isConfid,1
5271,5271,5271,5271,5271,CUST5272,54-57,1,29298-38581,whatsapp,Retention,5828.630510063092,0.25815122706847055,0.02242735328304921,10,3.1560967465029943,6.306716033478441,72,2-3,3,5-9,243,isConfid,isConfid,0
5272,5272,5272,5272,5272,CUST5273,18-21,0,112854-122137,duckduckgo,Retention,3403.606127416327,0.033284271675050235,0.13232206952097614,0,7.3893085090005135,11.050698284678512,13,4-5,3,5-9,1592,isConfid,isConfid,1
5273,5273,5273,5273,5273,CUST5274,66-69,1,122138-131421,facebook ads,Consideration,5674.261973217049,0.05941673213557679,0.18802547427694014,46,9.4807134016308,6.105349731406397,66,8-9,9,0-4,4,isConfid,isConfid,1
5274,5274,5274,5274,5274,CUST5275,34-37,0,140706-149989,tiktok,Retention,1566.5806496451623,0.04502090999935244,0.10137620131152325,15,1.6092735161193943,5.880494645388849,29,4-5,3,0-4,3723,isConfid,isConfid,1
5275,5275,5275,5275,5275,CUST5276,58-61,0,131422-140705,linkedin,Awareness,477.48466951312423,0.046195862518061806,0.18408049213801267,33,8.440435551079407,11.872611406408465,64,16-17,0,0-4,691,isConfid,isConfid,1
5276,5276,5276,5276,5276,CUST5277,42-45,1,140706-149989,instagram,Conversion,5613.285103528651,0.10623428781752797,0.08049792011117791,44,3.9916644281247615,0.6241599256310756,68,12-13,5,0-4,513,isConfid,isConfid,1
5277,5277,5277,5277,5277,CUST5278,18-21,0,29298-38581,facebook,Consideration,5402.189963132718,0.24468258576321655,0.1830835281058247,31,1.9482372359620663,11.640953220053458,86,2-3,2,5-9,3493,isConfid,isConfid,1
5278,5278,5278,5278,5278,CUST5279,30-33,1,103570-112853,partner site,Conversion,6893.509573906135,0.08005505279926163,0.1571743426459506,43,7.483724200632976,8.130839883323532,5,6-7,1,5-9,4920,isConfid,isConfid,1
5279,5279,5279,5279,5279,CUST5280,46-49,0,94286-103569,bing,Retention,6545.902050280898,0.07739400885312511,0.1927123502326994,45,1.7320770889447994,8.497011098843979,83,18-19,9,5-9,1051,isConfid,isConfid,1
5280,5280,5280,5280,5280,CUST5281,58-61,0,94286-103569,twitter,Awareness,8883.963205078595,0.2043065572994989,0.1626595850433964,32,7.480810152573034,5.52165079675622,45,18-19,7,0-4,4164,isConfid,isConfid,1
5281,5281,5281,5281,5281,CUST5282,46-49,1,47866-57149,bing ads,Retention,4738.471683192122,0.03394294269175482,0.06539213283632897,10,4.980452981727965,1.7494836382300225,41,6-7,6,0-4,1696,isConfid,isConfid,0
5282,5282,5282,5282,5282,CUST5283,42-45,0,94286-103569,facebook,Conversion,291.57915354183734,0.11821212902176328,0.17975276089815478,35,2.6778968770797063,1.8402216568854513,71,10-11,6,5-9,1897,isConfid,isConfid,1
5283,5283,5283,5283,5283,CUST5284,30-33,0,38582-47865,blog,Consideration,5992.854630545214,0.10086191008116897,0.1344509487211754,12,2.430571361305123,5.329318436813736,60,16-17,6,5-9,2834,isConfid,isConfid,1
5284,5284,5284,5284,5284,CUST5285,42-45,0,122138-131421,gmail,Conversion,6568.358879976026,0.2601861691862325,0.041658015973997056,19,7.605098431431019,10.773754627206868,30,12-13,1,5-9,2267,isConfid,isConfid,1
5285,5285,5285,5285,5285,CUST5286,42-45,0,20014-29297,outlook,Consideration,5317.29293093774,0.16006318030869074,0.016391516346795715,24,8.492994516474042,13.705695533280727,78,6-7,4,5-9,4579,isConfid,isConfid,1
5286,5286,5286,5286,5286,CUST5287,26-29,1,57150-66433,bing,Awareness,6780.008354013357,0.1964677577619009,0.07807022478144153,5,7.2662891692575196,12.07321973073052,25,18-19,0,0-4,4701,isConfid,isConfid,1
5287,5287,5287,5287,5287,CUST5288,18-21,0,85002-94285,yahoo,Retention,3256.5943023361738,0.04278358552189942,0.1576738160381874,36,7.822689735936856,12.161152727774365,57,0-1,1,0-4,2802,isConfid,isConfid,1
5288,5288,5288,5288,5288,CUST5289,46-49,1,85002-94285,twitter,Retention,1412.6321099845654,0.2802855782617999,0.12362388046567328,25,8.584580822146386,0.16248115461994694,32,6-7,9,0-4,3403,isConfid,isConfid,1
5289,5289,5289,5289,5289,CUST5290,38-41,1,103570-112853,affiliate,Awareness,6750.367486191825,0.10586071300007852,0.1133758422996186,3,5.123759423301685,3.315463515651033,51,10-11,0,5-9,990,isConfid,isConfid,1
5290,5290,5290,5290,5290,CUST5291,30-33,1,29298-38581,baidu,Conversion,2284.4764816242905,0.21667330824597975,0.0062207425559093225,44,2.502404833491977,14.192983562259949,31,18-19,5,5-9,2676,isConfid,isConfid,1
5291,5291,5291,5291,5291,CUST5292,58-61,1,103570-112853,instagram,Awareness,4582.27232659371,0.2900090740156154,0.09204647243538365,25,4.289899235065067,12.892205391100159,53,4-5,8,5-9,1944,isConfid,isConfid,1
5292,5292,5292,5292,5292,CUST5293,66-69,0,20014-29297,gmail,Retention,5017.52523437472,0.15562280224495237,0.0420274807322527,17,10.065772795137915,2.5042251880802273,0,10-11,7,5-9,4311,isConfid,isConfid,1
5293,5293,5293,5293,5293,CUST5294,58-61,0,131422-140705,google ads,Consideration,4941.431680068082,0.15506565839663322,0.09306173087387652,12,5.0640867809392685,9.622747896087994,4,16-17,5,5-9,443,isConfid,isConfid,1
5294,5294,5294,5294,5294,CUST5295,66-69,0,103570-112853,instagram,Retention,6425.107859606605,0.04503785145362045,0.19894314797487483,7,9.49053913236607,6.630572423672628,21,14-15,6,5-9,4255,isConfid,isConfid,1
5295,5295,5295,5295,5295,CUST5296,58-61,1,85002-94285,facebook ads,Conversion,277.1573265965634,0.12004388609078352,0.17147902187727979,46,7.06201284159806,0.6950867400432912,94,18-19,2,0-4,1501,isConfid,isConfid,1
